source,target,date,site,MOV,value,,school,wins,loses,Tourney Rank,CBS Rank,My Rank (Out of 64),Rank Delta,Offense Score,Defense Score,MOV,Offense Adjust,Defense Adjust,MOV Adjusted,RPI,CBS SOS,My SOS,Team Value,,,,,,,,,,,,,,,
Purdue,Wisconsin,Jan. 8,Home,11,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhode Island,Cincinnati,Nov. 19,Neutral,5,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhode Island,Dayton,Feb. 10,Home,1,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhode Island,Dayton,Jan. 6,Away,3,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhode Island,Duke,Nov. 20,Neutral,10,-0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhode Island,VCU,Feb. 25,Home,10,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhode Island,VCU,Mar. 12,Neutral,7,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seton Hall,Butler,Jan. 25,Home,7,-0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seton Hall,Butler,Mar. 4,Away,6,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seton Hall,Creighton,Dec. 28,Away,14,-0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seton Hall,Creighton,Feb. 15,Home,6,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seton Hall,Florida,Nov. 24,Neutral,5,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seton Hall,Marquette,Jan. 1,Home,3,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seton Hall,Marquette,Jan. 11,Away,3,-0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seton Hall,Marquette,Mar. 9,Neutral,6,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seton Hall,South Carolina,Dec. 12,Neutral,3,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seton Hall,Villanova,Feb. 18,Home,22,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seton Hall,Villanova,Jan. 16,Away,30,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seton Hall,Villanova,Mar. 10,Neutral,2,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seton Hall,Xavier,Feb. 1,Away,2,-0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seton Hall,Xavier,Feb. 22,Home,7,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMU,Cincinnati,Feb. 12,Home,9,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMU,Cincinnati,Jan. 12,Away,2,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMU,Cincinnati,Mar. 12,Neutral,15,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMU,Michigan,Nov. 18,Neutral,22,-0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMU,Southern California,Nov. 25,Away,5,-0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,Arkansas,Feb. 15,Home,7,-0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,Florida,Feb. 21,Away,15,-0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,Florida,Jan. 18,Home,4,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,Kentucky,Jan. 21,Away,16,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,Michigan,Nov. 23,Home,15,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,Seton Hall,Dec. 12,Neutral,3,-0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,Vanderbilt,Feb. 18,Away,9,-0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,Vermont,Dec. 1,Home,18,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Dakota State,E. Tennessee State,Nov. 26,Neutral,12,-0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Dakota State,Wichita State,Dec. 22,Away,22,-0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern California,Arizona,Feb. 23,Away,13,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern California,Arizona,Jan. 19,Home,7,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern California,Oregon,Dec. 30,Away,23,-0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern California,Oregon,Feb. 11,Home,11,-0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern California,SMU,Nov. 25,Home,5,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern California,Troy,Dec. 17,Home,5,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern California,UCLA,Feb. 18,Away,32,-0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern California,UCLA,Jan. 25,Home,8,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern California,UCLA,Mar. 9,Neutral,2,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Mary's,Dayton,Nov. 19,Away,4,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Mary's,Gonzaga,Feb. 11,Home,10,-0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Mary's,Gonzaga,Jan. 14,Away,23,-0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Mary's,Gonzaga,Mar. 7,Neutral,18,-0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Mary's,Nevada,Nov. 11,Home,18,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas Southern,Arizona,Nov. 30,Away,22,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas Southern,Baylor,Dec. 21,Away,26,-0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas Southern,Cincinnati,Dec. 13,Away,38,-0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas Southern,Louisville,Dec. 10,Away,31,-0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troy,Southern California,Dec. 17,Away,5,-0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCLA,Arizona,Feb. 25,Away,5,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCLA,Arizona,Jan. 21,Home,11,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCLA,Arizona,Mar. 10,Neutral,11,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCLA,Kentucky,Dec. 3,Away,5,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCLA,Michigan,Dec. 10,Home,18,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCLA,Oregon,Dec. 28,Away,2,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCLA,Oregon,Feb. 9,Home,3,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCLA,Southern California,Feb. 18,Home,32,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCLA,Southern California,Jan. 25,Away,8,-0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCLA,Southern California,Mar. 9,Neutral,2,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNC-Wilmington,E. Tennessee State,Nov. 20,Home,9,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNC-Wilmington,Middle Tennessee,Nov. 25,Neutral,5,-0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanderbilt,Arkansas,Feb. 7,Away,13,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanderbilt,Arkansas,Jan. 24,Home,1,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanderbilt,Arkansas,Mar. 11,Neutral,14,-0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanderbilt,Bucknell,Nov. 21,Home,3,-0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanderbilt,Butler,Nov. 24,Neutral,10,-0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanderbilt,Dayton,Dec. 21,Away,5,-0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanderbilt,Florida,Jan. 21,Away,2,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanderbilt,Florida,Mar. 10,Neutral,10,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanderbilt,Florida,Mar. 4,Home,2,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanderbilt,Iowa State,Jan. 28,Home,6,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanderbilt,Kentucky,Feb. 28,Away,6,-0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanderbilt,Kentucky,Jan. 10,Home,6,-0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanderbilt,Marquette,Nov. 11,Neutral,24,-0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanderbilt,Middle Tennessee,Dec. 8,Away,23,-0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanderbilt,Minnesota,Dec. 3,Neutral,4,-0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanderbilt,South Carolina,Feb. 18,Home,9,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCU,Baylor,Nov. 23,Neutral,8,-0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCU,Dayton,Jan. 27,Home,5,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCU,Dayton,Mar. 1,Away,7,-0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCU,Middle Tennessee,Dec. 17,Home,3,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCU,Princeton,Nov. 29,Home,11,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCU,Rhode Island,Feb. 25,Away,10,-0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCU,Rhode Island,Mar. 12,Neutral,7,-0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,Butler,Dec. 21,Away,12,-0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,South Carolina,Dec. 1,Away,18,-0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villanova,Butler,Feb. 22,Home,8,-0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villanova,Butler,Jan. 4,Away,8,-0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villanova,Creighton,Dec. 31,Away,10,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villanova,Creighton,Feb. 25,Home,16,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villanova,Creighton,Mar. 11,Neutral,14,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villanova,Marquette,Jan. 24,Away,2,-0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villanova,Marquette,Jan. 7,Home,12,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villanova,Notre Dame,Dec. 10,Neutral,8,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villanova,Purdue,Nov. 14,Away,3,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villanova,Seton Hall,Feb. 18,Away,22,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villanova,Seton Hall,Jan. 16,Home,30,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villanova,Seton Hall,Mar. 10,Neutral,2,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villanova,Virginia,Jan. 29,Home,2,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villanova,Xavier,Feb. 11,Away,16,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villanova,Xavier,Jan. 10,Home,25,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,Duke,Feb. 15,Home,10,-0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,Florida State,Dec. 31,Home,2,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,Louisville,Dec. 28,Away,8,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,Louisville,Feb. 6,Home,16,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,Miami (Fla.),Feb. 20,Home,6,-0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,North Carolina,Feb. 18,Away,24,-0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,North Carolina,Feb. 27,Home,10,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,Notre Dame,Jan. 24,Away,17,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,Notre Dame,Mar. 9,Neutral,13,-0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,Villanova,Jan. 29,Away,2,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,Virginia Tech,Feb. 1,Home,23,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,Virginia Tech,Feb. 12,Away,2,-0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,West Virginia,Dec. 3,Home,9,-0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia Tech,Duke,Dec. 31,Home,14,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia Tech,Florida State,Jan. 7,Away,15,-0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia Tech,Florida State,Mar. 9,Neutral,6,-0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia Tech,Louisville,Feb. 18,Away,4,-0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia Tech,Miami (Fla.),Feb. 27,Home,5,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia Tech,Miami (Fla.),Feb. 8,Away,6,-0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia Tech,Michigan,Nov. 30,Away,3,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia Tech,North Carolina,Jan. 26,Away,19,-0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia Tech,Notre Dame,Jan. 14,Home,5,-0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia Tech,Virginia,Feb. 1,Away,23,-0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia Tech,Virginia,Feb. 12,Home,2,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,Baylor,Feb. 27,Away,9,-0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,Baylor,Jan. 10,Home,21,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,Iowa State,Jan. 31,Away,13,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,Iowa State,Mar. 11,Neutral,6,-0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,Iowa State,Mar. 3,Home,11,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,Kansas,Feb. 13,Away,4,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,Kansas,Jan. 24,Home,16,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,Kansas State,Feb. 11,Home,19,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,Kansas State,Jan. 21,Away,4,-0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,Kansas State,Mar. 10,Neutral,1,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,Mount St. Mary's,Nov. 11,Home,28,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,Northern Kentucky,Dec. 23,Home,31,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,Oklahoma State,Dec. 30,Away,17,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,Oklahoma State,Feb. 4,Home,7,-0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,Virginia,Dec. 3,Away,9,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wichita State,Louisville,Nov. 24,Neutral,10,-0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wichita State,Michigan State,Nov. 25,Neutral,5,-0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wichita State,Oklahoma State,Dec. 17,Home,17,-0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wichita State,South Dakota State,Dec. 22,Home,22,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winthrop,Dayton,Dec. 3,Away,16,-0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winthrop,Florida State,Nov. 18,Away,14,-0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,Creighton,Nov. 15,Away,12,-0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,Marquette,Dec. 10,Away,9,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,Maryland,Feb. 19,Home,11,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,Michigan,Feb. 16,Away,6,-0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,Michigan,Jan. 17,Home,4,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,Michigan,Mar. 12,Neutral,15,-0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,Michigan State,Feb. 26,Away,10,-0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,Minnesota,Jan. 21,Away,2,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,Minnesota,Mar. 5,Home,17,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,North Carolina,Nov. 23,Neutral,15,-0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,Northwestern,Feb. 12,Home,7,-0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,Northwestern,Mar. 11,Neutral,28,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,Purdue,Jan. 8,Away,11,-0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xavier,Baylor,Dec. 3,Away,15,-0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xavier,Butler,Feb. 26,Home,9,-0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xavier,Butler,Jan. 14,Away,5,-0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xavier,Butler,Mar. 9,Neutral,5,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xavier,Cincinnati,Jan. 26,Away,8,-0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xavier,Creighton,Feb. 4,Away,2,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xavier,Creighton,Jan. 16,Home,5,-0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xavier,Creighton,Mar. 10,Neutral,3,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xavier,Marquette,Feb. 18,Away,22,-0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xavier,Marquette,Mar. 1,Home,11,-0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xavier,Seton Hall,Feb. 1,Home,2,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xavier,Seton Hall,Feb. 22,Away,7,-0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xavier,Villanova,Feb. 11,Home,16,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xavier,Villanova,Jan. 10,Away,25,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
